RunID,평가일시,GitCommit,EvaluationMode,AgentModel,연도,시험,교시,과목,문항번호,문제,선택지1,선택지2,선택지3,선택지4,선택지5,공식정답,Agent최종답,정답여부,답번호추출상태,AgentRawResponse,AgentActions,호출Tool목록,전체Tool호출횟수,비법률Tool오호출여부,법률Tool자율호출여부,법률Tool호출횟수,모델생성Query,실제RetrievalQuery,검색결과수,검색법령조문,검색Score,법률ToolTrace,검색근거명시상태,CorpusScope,CorpusScope근거법령,CorpusScope분류이유,2024_2026개정위험,개정위험사유,오류
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,11,공인중개사법령상 부동산 거래 정보망의 지정 및 이용에 관한 설명으로 옳은 것은?,｢전기 통신 사업 법｣의 규정에 의한 부가 통신 사업자가 아니어도 국토 교통부 령으로 정하는 요건을 갖추면 거래 정보 사업자로 지정 받을 수 있다.,거래 정보 사업자로 지정 받으려는 자는 공인 중개사의 자격을 갖추어야한다.,거짓이나 그 밖의 부정한 방법으로 거래 정보 사업자로 지정 받은 경우 그 지정은 무효이다.,법인인 거래 정보 사업자의 해산으로 부동산 거래 정보망의 계속적인 운영이 불가능한 경우 국토 교통부 장관은 청문 없이 그 지정을 취소할 수 있다.,부동산 거래 정보망에 정보가 공개된 중개 대상물의 거래가 완성된 경우 개업 공인 중개사는 3개월 이내에 해당 거래 정보 사업자에게 이를 통보하여야한다.,4,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,12,공인중개사법령상 개업 공인 중개사가 계약금 등을 금융 기관에 예치하도록 거래 당사자에게 권고하는 경우 예치 명의자가 될 수 없는 자는?,개업 공인 중개사,거래 당사자 중 일방,부동산 거래 계약의 이행을 보장하기 위하여 계약 관련 서류 및 계약금 등을 관리하는 업무를 수행하는 전문 회사,국토 교통부 장관의 승인을 얻어 공제 사업을 하는 공인 중개사 협회,｢은행 법｣에 따른 은행,2,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,13,"공인중개사법령상 누구든지 시세에 부당한 영향을 줄 목적으로 개업 공인 중개사 등의 업무를 방해해서는 아니 되는 행위를 모두 고른 것은? ㄱ. 중개 의뢰인과 직접 거래를 하는 행위 ㄴ. 안내문, 온라인 커뮤니티 등을 이용하여 특정 가격 이하로 중개를 의뢰하지 아니하도록 유도하는 행위 ㄷ. 정당한 사유 없이 개업 공인 중개사 등의 중개 대상물에 대한 정당한 표시 ․광고 행위를 방해하는 행위 ㄹ. 단체를 구성하여 특정 중개 대상물에 대하여 중개를 제한하거나 단체 구성원 이외의 자와 공동 중개를 제한하는 행위","ㄱ, ㄷ","ㄱ, ㄹ","ㄴ, ㄷ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ",3,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,14,공인중개사법령상 다음의 행위를 한 자에 대하여 3년의 징역에 처할 수 있는 경우는?,거짓이나 그 밖의 부정한 방법으로 중개 사무소의 개설 등록을 한 경우,공인 중개사가 다른 사람에게 자기의 성명을 사용하여 중개 업무를 하게한 경우,등록 관청의 관할 구역 안에 2개의 중개 사무소를 둔 경우,개업 공인 중개사가 천막 그 밖에 이동이 용이한 임시 중개 시설물을 설치한 경우,공인 중개사가 아닌 자로서 공인 중개사 또는 이와 유사한 명칭을 사용한 경우,1,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,15,공인중개사법령상 중개 보수 등에 관한 설명으로 틀린 것은?,개업 공인 중개사의 중개 업무상 과실로 인하여 중개 의뢰인 간의 거래 행위가 무효가 된 경우 개업 공인 중개사는 중개 의뢰인으로부터 소정의 보수를 받을 수 없다.,"주택의 중개에 대한 보수는 중개 의뢰인 쌍방으로부터 각각 받되, 그 금액은 시·도의 조례로 정하는 요율 한도 이내에서 중개 의뢰인과 개업 공인 중개사가 서로 협의하여 결정한다.","중개 보수의 지급 시기는 개업 공인 중개사와 중개 의뢰인 간의 약정에 따르되, 약정이 없을 때에는 중개 대상물의 거래 대금 지급이 완료된 날로 한다.",중개 대상물인 주택의 소재지와 중개 사무소의 소재지가 다른 경우 중개 보수는 중개 대상물의 소재지를 관할하는 시·도의 조례에서 정한 기준에 따라야한다.,개업 공인 중개사는 중개 의뢰인으로부터 중개 대상물의 권리 관계 등의 확인에 소요되는 실비를 받을 수 있다.,4,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,16,공인중개사법령상 개업 공인 중개사 업무 정지의 기준에서 개별 기준에 따른 업무 정지 기간이 6개월인 것은?,인장 등록을 하지 않거나 등록하지 않은 인장을 사용한 경우,거래 정보 사업자에게 공개를 의뢰한 중개 대상물의 거래가 완성된 사실을 그 거래 정보 사업자에게 통보하지 않은 경우,부동산 거래 정보망에 중개 대상물에 관한 정보를 거짓으로 공개한 경우,중개 대상물 확인·설명서를 보존 기간 동안 보존하지 않은 경우,법령상의 전속 중개 계약서 서식에 따르지 않고 전속 중개 계약을 체결한 경우,3,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,17,공인중개사법령상 공인 중개사인 개업 공인 중개사의 중개 사무소 개설 등록 취소 사유에 해당하지 않는 경우는?,중개 대상물 확인·설명서를 교부하지 아니한 경우,거짓으로 중개 사무소의 개설 등록을 한 경우,업무 정지 기간 중에 중개 업무를 한 경우,공인 중개사인 개업 공인 중개사가 개업 공인 중개사인 법인의 사원·임원이 된 경우,개업 공인 중개사가 사망한 경우,1,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,18,공인중개사법령상 국토 교통부 장관이 공인 중개사 협회의 공제 사업 운영에 대한 개선 조치로 서명할 수 있는 것이 아닌 것은?,가치가 없다고 인정되는 자산의 손실 처리,공제 사업의 양도,불건전한 자산에 대한 적립금의 보유,업무 집행 방법의 변경,자산의 장부 가격의 변경,2,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,19,공인중개사법령상 개업 공인 중개사가 중개를 완성한 때에 작성하는 거래 계약서에 기재하여야하는 사항을 모두 고른 것은? ㄱ. 권리 이전의 내용 ㄴ. 물건의 인도 일시 ㄷ. 계약의 조건이나 기한이 있는 경우에는 그 조건 또는 기한 ㄹ. 중개 대상물 확인·설명서 교부 일자,"ㄱ, ㄹ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",5,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,20,공인중개사법령상 중개 대상물 확인·설명서[Ⅱ] (비주거용 건축물)에서 개업 공인 중개사 기본 확인 사항이 아닌 것은?,"토지의 소재지, 면적 등 대상 물건의 표시",소유권 외의 권리 사항 등 등기부 기재 사항,관리비,입지 조건,거래 예정 금액,3,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,21,공인중개사법령상 공인 중개사 협회의 업무에 해당하는 것을 모두 고른 것은? ㄱ. 회원의 윤리 헌장 제정 및 그 실천에 관한 업무 ㄴ. 부동산 정보 제공에 관한 업무 ㄷ. 인터넷을 이용한 중개 대상물에 대한 표시·광고 모니터링 업무 ㄹ. 회원의 품위 유지를 위한 업무,"ㄱ, ㄹ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",4,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
